locus	num_taxa	tree_length	mean_bootstrap_support
OGcluster_32_5	47	3.2164	67.5
OGcluster_32_6	17	1.3270	68.2
OGcluster_32_7	27	1.0192	86.7
OGcluster_32_8	17	1.4254	69.7
OGcluster_3300_1	33	3.8680	85.6
OGcluster_3301_0	17	4.9809	64.5
OGcluster_3302_1	39	4.8702	75.7
OGcluster_3304_1	46	8.1789	76.3
OGcluster_3307_0	33	1.2922	71.0
OGcluster_3311_1	44	12.7787	72.3
OGcluster_3312_0	44	7.6612	72.4
OGcluster_3315_0	41	12.7411	77.6
OGcluster_3317_0	27	2.2291	84.1
OGcluster_3318_1	49	15.0768	77.4
OGcluster_3319_1	47	8.1111	75.5
OGcluster_3321_0	48	9.7420	79.1
OGcluster_3325_0	23	2.7603	66.6
OGcluster_3327_0	44	11.4514	64.7
OGcluster_3328_1	39	6.8232	77.2
OGcluster_3329_0	33	2.6331	77.9
OGcluster_332_0	21	0.5701	77.4
OGcluster_332_1	33	2.5012	68.4
OGcluster_332_2	34	6.2007	82.2
OGcluster_332_3	20	1.2926	71.7
OGcluster_3333_0	50	34.1379	76.9
OGcluster_3334_0	26	0.6394	85.0
OGcluster_3336_1	38	8.8564	76.1
OGcluster_3338_0	20	2.4252	67.8
OGcluster_3339_0	50	6.5808	73.9
OGcluster_3341_0	31	1.4979	56.7
OGcluster_3342_0	41	9.9974	74.6
OGcluster_3343_0	24	1.3730	45.1
OGcluster_3344_0	33	1.4470	74.3
OGcluster_3347_0	31	1.5322	80.6
OGcluster_3349_0	32	5.1728	64.5
OGcluster_3355_0	20	7.7170	63.8
OGcluster_3358_1	48	8.8053	78.7
OGcluster_3359_1	47	18.5075	73.4
OGcluster_335_0	22	0.6933	88.8
OGcluster_3364_0	17	8.5751	70.9
OGcluster_3365_0	22	0.6579	85.8
OGcluster_3366_1	46	8.1727	70.5
OGcluster_3367_0	17	2.1519	67.8
OGcluster_3368_1	49	13.9062	64.7
OGcluster_3369_0	46	9.9921	67.0
OGcluster_3371_0	36	3.5132	78.7
OGcluster_3372_0	29	1.8760	67.6
OGcluster_3373_0	26	8.1629	73.1
OGcluster_3374_0	48	12.9161	69.2
OGcluster_3375_0	17	2.8024	72.9
OGcluster_3376_0	18	14.8702	57.5
OGcluster_3378_1	45	6.3215	79.4
OGcluster_337_0	47	7.6380	82.1
OGcluster_337_1	21	0.6009	94.2
OGcluster_337_2	41	9.2093	77.6
OGcluster_337_3	24	2.8371	89.2
OGcluster_3380_0	20	0.4871	80.8
OGcluster_3381_0	25	1.8078	82.4
OGcluster_3384_0	17	1.0402	79.9
OGcluster_3385_1	46	8.3800	73.8
OGcluster_3386_0	23	2.1780	71.2
OGcluster_3387_1	43	20.6818	50.1
OGcluster_338_0	43	13.1644	72.5
OGcluster_3392_1	41	13.6236	77.8
OGcluster_3394_0	23	1.3547	88.3
OGcluster_3395_0	47	6.2863	74.9
OGcluster_3396_1	39	3.3837	83.8
OGcluster_3397_0	45	11.8082	72.6
OGcluster_339_0	29	9.5786	79.2
OGcluster_33_0	36	3.4606	74.3
OGcluster_33_1	19	0.8827	90.5
OGcluster_33_2	20	0.6033	88.8
OGcluster_33_3	23	2.8852	83.3
OGcluster_33_4	22	2.5283	80.3
OGcluster_3400_0	21	5.2829	71.7
OGcluster_3401_0	22	0.4390	78.8
OGcluster_3403_0	19	0.3368	78.9
OGcluster_3403_1	33	3.6849	65.2
OGcluster_3407_0	34	2.4503	66.4
OGcluster_3408_1	42	8.7519	82.7
OGcluster_3417_0	22	3.8469	68.4
OGcluster_3418_0	43	3.3160	77.3
OGcluster_3420_0	41	4.9948	74.2
OGcluster_3421_0	43	7.3866	79.4
OGcluster_3422_0	21	4.9699	71.2
OGcluster_3423_1	49	7.8101	84.6
OGcluster_3424_1	40	10.0406	76.7
OGcluster_3425_0	21	1.1828	80.2
OGcluster_3426_1	42	11.0800	76.1
OGcluster_3427_1	26	3.2844	79.3
OGcluster_3428_0	25	3.9699	74.5
OGcluster_3429_1	48	12.0722	76.7
OGcluster_342_0	19	0.4963	92.1
OGcluster_342_1	24	3.7663	61.7
OGcluster_3433_0	42	8.2320	72.0
OGcluster_3434_0	35	13.4051	71.7
OGcluster_3435_1	46	5.6247	80.6
OGcluster_3437_0	24	14.5116	62.7
OGcluster_3439_0	22	0.9161	80.4
OGcluster_3441_0	43	3.7447	77.8
OGcluster_3442_0	19	30.8958	74.4
OGcluster_3444_1	43	6.7706	77.6
OGcluster_3445_0	26	2.2098	80.9
OGcluster_3446_0	27	7.0713	60.9
OGcluster_3449_0	24	4.3980	67.0
OGcluster_344_0	26	6.5149	63.1
OGcluster_3451_0	22	0.7086	81.4
OGcluster_3452_0	18	6.4001	53.0
OGcluster_3453_1	47	10.3773	74.5
OGcluster_3454_1	47	25.8797	78.5
OGcluster_3456_0	32	8.3345	84.1
OGcluster_3458_0	18	3.0753	72.0
OGcluster_3459_0	23	10.1473	69.3
OGcluster_345_0	34	2.4044	83.1
OGcluster_3460_0	46	9.8917	74.0
OGcluster_3461_0	45	18.2730	69.3
OGcluster_3462_0	48	4.8092	71.7
OGcluster_3464_1	50	9.1651	66.7
OGcluster_3466_1	47	9.0807	74.5
OGcluster_3467_0	21	8.3241	63.3
OGcluster_3468_0	32	6.9447	78.7
OGcluster_346_0	46	5.3045	72.1
OGcluster_3471_0	37	9.0920	69.8
OGcluster_3472_0	19	0.8385	94.3
OGcluster_3473_1	46	9.3149	74.7
OGcluster_3474_1	44	7.9812	75.3
OGcluster_3479_0	36	3.1677	80.7
OGcluster_3481_0	32	1.7300	87.8
OGcluster_3482_0	21	4.7741	69.7
OGcluster_3483_1	50	9.7835	59.0
OGcluster_3485_0	29	8.0566	82.3
OGcluster_3486_0	18	6.4953	72.5
OGcluster_3488_0	17	0.6118	79.1
OGcluster_3489_0	24	8.4528	66.2
OGcluster_348_0	42	6.0589	78.1
OGcluster_3492_0	38	3.7898	74.1
OGcluster_3493_0	17	3.9227	78.5
OGcluster_3497_0	25	1.5618	81.2
OGcluster_3499_0	49	7.1785	78.3
OGcluster_349_0	23	1.0394	89.2
OGcluster_34_0	21	0.9458	77.2
OGcluster_34_1	22	10.8435	65.5
OGcluster_34_2	27	12.1986	79.1
OGcluster_34_3	23	0.9477	81.5
OGcluster_34_4	23	1.1316	88.6
OGcluster_3500_0	20	12.5263	54.9
OGcluster_3501_0	38	12.0237	79.6
OGcluster_3503_0	23	0.5270	78.8
OGcluster_3509_1	45	23.8222	74.0
OGcluster_3511_0	43	9.2144	70.0
OGcluster_3512_0	26	4.0451	57.3
OGcluster_3517_1	46	10.1495	80.8
OGcluster_3519_0	46	12.9654	70.3
OGcluster_3520_0	46	6.1760	67.3
OGcluster_3521_0	22	0.8107	82.5
OGcluster_3522_1	47	15.9538	79.3
OGcluster_3524_0	21	7.1298	58.5
OGcluster_3525_0	25	13.3066	53.3
OGcluster_3526_1	45	8.4562	74.0
OGcluster_352_0	24	5.7891	78.5
OGcluster_3532_1	46	5.7899	78.0
OGcluster_3533_0	28	12.2618	87.9
OGcluster_3533_1	21	17.9191	73.0
OGcluster_3534_0	43	6.0503	76.4
OGcluster_353_0	47	3.3248	68.7
OGcluster_3540_0	24	6.5733	77.4
OGcluster_3542_0	40	2.9854	80.4
OGcluster_3543_1	41	4.0948	80.8
OGcluster_3545_0	45	11.9384	80.4
OGcluster_3548_0	19	7.3494	50.6
OGcluster_354_0	24	1.6626	81.5
OGcluster_354_1	30	2.6892	70.6
OGcluster_3550_1	44	15.3749	78.5
OGcluster_3551_0	49	19.2811	75.0
OGcluster_3552_0	22	5.9690	68.8
OGcluster_3553_0	28	1.3161	89.2
OGcluster_3556_0	46	8.0852	81.1
OGcluster_3557_0	18	1.3626	68.4
OGcluster_3562_0	26	6.4319	63.2
OGcluster_3564_0	38	13.7815	70.8
OGcluster_3567_0	17	0.4470	83.9
OGcluster_3568_0	48	9.2106	73.1
OGcluster_3570_0	33	2.8231	87.3
OGcluster_3571_0	47	8.8666	76.1
OGcluster_3573_0	26	10.7280	64.1
OGcluster_3578_0	21	0.5894	82.2
OGcluster_3583_0	45	7.6960	67.8
OGcluster_3584_0	47	6.1639	70.9
OGcluster_3586_1	43	6.8709	69.1
OGcluster_3589_0	36	9.0464	74.1
OGcluster_3592_0	22	0.5611	65.8
OGcluster_3593_1	46	9.7799	81.4
OGcluster_3594_0	22	2.9696	76.8
OGcluster_3599_0	24	1.1632	76.0
OGcluster_3600_0	29	2.4211	59.2
OGcluster_3601_0	19	13.2245	49.2
OGcluster_3603_0	41	8.0580	70.1
OGcluster_3609_0	46	13.9880	74.7
OGcluster_360_0	22	0.5388	87.1
OGcluster_3610_0	46	4.8670	87.5
OGcluster_3613_0	17	0.5480	92.1
OGcluster_3614_0	38	6.9975	60.5
OGcluster_3615_1	47	13.6426	70.4
OGcluster_3617_0	45	7.6002	71.6
OGcluster_3618_0	48	12.5088	73.7
OGcluster_3619_0	45	13.6340	70.7
OGcluster_3621_0	48	26.1027	81.0
OGcluster_3625_0	36	8.5606	81.3
OGcluster_3629_0	38	3.6364	80.7
OGcluster_362_0	22	3.0570	73.8
OGcluster_3630_1	41	8.5613	76.6
OGcluster_3634_0	26	5.2300	92.9
OGcluster_3636_1	37	9.3384	75.6
OGcluster_3638_1	44	6.8418	71.2
OGcluster_3639_0	26	1.8479	53.3
OGcluster_363_0	34	8.0476	79.7
OGcluster_3641_0	28	17.1879	69.2
OGcluster_3645_1	49	7.7777	76.9
OGcluster_3649_0	20	3.5131	78.6
OGcluster_3652_0	20	4.1149	64.1
OGcluster_3658_0	24	1.4574	84.5
OGcluster_3659_1	44	9.1267	81.1
OGcluster_3660_0	26	7.5070	70.4
OGcluster_3663_0	21	7.6402	74.6
OGcluster_3665_0	19	1.4671	65.9
OGcluster_3668_1	42	5.3930	72.9
OGcluster_3669_1	49	11.1573	70.9
OGcluster_3670_0	46	12.3025	77.0
OGcluster_3671_0	26	7.2605	79.8
OGcluster_3672_1	49	21.0272	73.9
OGcluster_3673_0	49	15.2027	73.9
OGcluster_3676_1	48	13.9395	79.5
OGcluster_3678_0	43	10.3456	70.7
OGcluster_3680_0	48	7.6600	70.5
OGcluster_3681_0	17	6.6248	76.5
OGcluster_3684_0	38	7.1050	78.5
OGcluster_3686_0	28	1.1923	78.1
OGcluster_3690_0	21	0.7495	79.4
OGcluster_3691_0	37	9.7155	81.5
OGcluster_3696_0	46	9.8250	72.2
OGcluster_3697_0	23	6.0896	56.5
OGcluster_3698_1	48	9.6668	62.3
OGcluster_3699_0	26	1.1202	84.6
OGcluster_369_0	17	0.8340	84.1
OGcluster_369_1	20	0.7736	85.0
OGcluster_369_2	25	8.6608	86.3
OGcluster_36_0	42	8.3860	82.8
OGcluster_36_1	34	10.2098	62.6
OGcluster_36_2	17	3.9285	84.9
OGcluster_36_3	47	6.1091	80.5
OGcluster_3707_0	18	8.3650	68.7
OGcluster_3708_0	48	11.7487	73.4
OGcluster_3709_0	21	4.5682	74.7
OGcluster_370_0	19	0.6953	83.6
OGcluster_3710_1	50	7.8218	76.5
OGcluster_3711_0	43	5.4272	79.7
OGcluster_3712_1	46	10.6983	72.4
OGcluster_3713_0	17	0.2190	76.4
OGcluster_3714_0	45	13.2373	74.1
OGcluster_3716_1	48	13.5794	68.3
OGcluster_3717_0	49	6.4059	80.9
OGcluster_3718_0	38	11.9588	85.1
OGcluster_3720_0	23	6.5803	61.7
OGcluster_3721_1	49	17.5092	66.4
OGcluster_3723_0	38	11.0011	76.3
OGcluster_3724_0	44	7.6052	75.2
OGcluster_3726_0	22	0.5573	86.5
OGcluster_3729_0	41	8.0305	72.6
OGcluster_3731_0	22	1.7317	71.3
OGcluster_3733_0	31	1.5034	89.7
OGcluster_3735_0	20	0.8879	60.6
OGcluster_3737_0	34	5.2907	67.6
OGcluster_3739_0	20	0.5549	89.3
OGcluster_373_0	21	6.6614	73.7
OGcluster_373_1	19	4.3411	63.3
OGcluster_3740_0	38	5.4870	82.0
OGcluster_3742_0	46	7.1507	79.4
OGcluster_3746_0	24	2.6128	51.0
OGcluster_3751_0	44	14.5717	68.7
OGcluster_3752_0	37	7.1026	64.1
OGcluster_3755_0	20	1.9456	70.5
OGcluster_3756_0	23	0.7886	71.2
OGcluster_3757_0	21	12.6150	58.4
OGcluster_3759_0	45	3.3068	68.6
OGcluster_375_0	20	2.3170	77.1
OGcluster_375_1	19	1.9270	90.9
OGcluster_3760_0	45	7.9552	73.8
OGcluster_3761_0	23	0.8153	56.2
OGcluster_3764_0	46	6.8248	77.5
OGcluster_3765_0	36	1.5882	66.8
OGcluster_3767_0	19	5.3018	53.5
OGcluster_3768_0	44	5.7281	71.9
OGcluster_3770_0	36	2.4600	81.5
OGcluster_3772_1	47	16.6423	67.3
OGcluster_3774_1	45	7.4835	70.2
OGcluster_3775_0	48	12.2625	69.4
OGcluster_3776_0	50	11.4381	62.7
OGcluster_3777_1	47	6.9406	74.4
OGcluster_3778_0	22	0.8539	84.0
OGcluster_3779_0	42	9.6567	60.8
OGcluster_377_0	46	10.4168	83.6
OGcluster_3780_1	30	4.8807	80.3
OGcluster_3781_0	42	12.5957	75.8
OGcluster_3782_0	21	0.6170	82.4
OGcluster_3783_1	47	10.4844	75.1
OGcluster_3785_0	21	0.6784	93.7
OGcluster_3787_0	29	1.0263	84.6
OGcluster_378_0	22	1.4624	78.8
OGcluster_3792_1	47	11.4981	50.8
OGcluster_3793_0	39	4.6636	79.7
OGcluster_3795_0	21	0.4625	79.0
OGcluster_3798_0	43	11.7059	74.7
OGcluster_37_0	24	1.0178	86.8
OGcluster_37_1	28	1.8766	81.0
OGcluster_37_2	21	11.4141	69.7
OGcluster_37_3	28	9.6033	72.6
OGcluster_37_4	20	1.5801	87.9
OGcluster_37_5	25	2.0363	80.7
OGcluster_3803_0	25	10.0812	71.0
OGcluster_3806_1	46	8.6267	69.4
OGcluster_380_0	37	2.2817	75.3
OGcluster_3813_0	48	17.5346	65.4
OGcluster_3814_0	33	11.2407	73.7
OGcluster_3815_0	24	11.7884	71.7
OGcluster_3816_0	43	4.8529	68.8
OGcluster_3818_0	17	1.8311	65.7
OGcluster_3821_0	48	6.0550	69.3
OGcluster_3823_0	42	8.3291	79.1
OGcluster_3825_0	25	1.9568	85.1
OGcluster_3831_0	26	7.3634	54.0
OGcluster_3834_0	27	1.9441	78.8
OGcluster_3835_0	21	3.5416	53.9
OGcluster_3836_0	45	10.8473	57.5
OGcluster_3838_0	19	0.2765	80.1
OGcluster_3839_1	48	5.6411	72.3
OGcluster_383_0	22	0.8472	85.5
OGcluster_3840_1	46	14.5108	67.3
OGcluster_3841_0	47	10.2818	75.8
OGcluster_3843_1	48	8.0226	77.4
OGcluster_3844_0	22	2.3261	94.8
OGcluster_3848_0	21	10.7730	69.6
OGcluster_3849_0	30	7.4494	67.3
OGcluster_384_0	23	1.4186	55.1
OGcluster_384_1	41	3.2227	50.8
OGcluster_3851_0	28	1.2975	84.6
OGcluster_3854_0	33	2.2349	84.6
OGcluster_3858_0	43	7.0004	65.5
OGcluster_3859_0	25	7.3719	74.4
OGcluster_3860_0	50	5.4051	69.9
OGcluster_3862_0	23	5.8598	58.7
OGcluster_3863_1	49	10.4310	72.3
OGcluster_3870_0	28	7.8693	67.2
OGcluster_3874_1	44	7.8148	77.6
OGcluster_3877_0	36	2.8519	82.5
OGcluster_387_0	18	2.3158	66.8
OGcluster_3881_0	37	3.6821	77.6
OGcluster_3882_1	48	6.2852	73.3
OGcluster_3883_0	20	1.5485	52.1
OGcluster_3885_0	26	1.9247	65.3
OGcluster_3886_0	22	2.8506	69.3
OGcluster_3888_1	47	10.6520	78.3
OGcluster_3889_1	33	6.3307	77.0
OGcluster_3890_1	43	7.5071	81.8
OGcluster_3892_0	46	17.7861	71.5
OGcluster_3896_0	45	7.1958	74.1
OGcluster_3897_1	45	9.4033	70.8
OGcluster_3899_0	24	3.7306	72.8
OGcluster_38_0	23	1.4082	74.5
OGcluster_38_1	22	0.6650	84.6
OGcluster_38_2	25	1.2152	85.1
OGcluster_38_3	29	1.8374	83.1
OGcluster_38_4	21	1.1194	83.4
OGcluster_38_5	19	1.4452	81.8
OGcluster_3900_0	49	27.8201	71.8
OGcluster_3902_0	19	1.1793	71.4
OGcluster_3903_0	45	19.3436	73.5
OGcluster_3905_0	30	7.7481	57.5
OGcluster_3906_0	49	8.1135	81.8
OGcluster_3907_0	22	5.4751	70.9
OGcluster_3908_0	28	1.7497	69.2
OGcluster_3918_1	43	9.0281	74.3
OGcluster_3919_0	23	0.5059	78.2
OGcluster_391_0	35	5.0333	81.4
OGcluster_3921_0	44	11.1800	70.8
OGcluster_3923_0	46	16.0267	71.0
OGcluster_3924_0	32	11.4716	84.1
OGcluster_3926_0	40	3.1633	76.6
OGcluster_3931_0	17	1.6817	71.6
OGcluster_3933_0	38	6.5301	68.2
OGcluster_3934_0	21	3.0697	69.6
OGcluster_3938_0	17	1.8114	85.8
OGcluster_3939_0	25	1.1421	85.4
OGcluster_3940_0	21	0.8832	81.8
OGcluster_3942_0	31	5.2468	77.2
OGcluster_3943_0	28	1.2631	88.3
OGcluster_3944_0	28	16.8622	68.5
OGcluster_3946_0	46	9.8284	83.7
OGcluster_3947_0	22	0.5170	85.4
OGcluster_3950_0	22	0.5896	85.6
OGcluster_3953_0	33	2.3369	77.5
OGcluster_3955_1	47	16.9597	64.6
OGcluster_3956_1	43	9.9321	77.3
OGcluster_3957_0	48	7.1472	75.0
OGcluster_3958_0	26	1.1070	88.2
OGcluster_395_0	32	6.0437	71.6
OGcluster_395_1	25	7.4400	76.2
OGcluster_395_2	19	5.0663	73.9
OGcluster_3965_1	47	12.8211	73.3
OGcluster_3966_0	17	0.4316	79.2
OGcluster_3967_1	49	12.2754	73.1
OGcluster_3969_0	21	0.5105	76.8
OGcluster_3974_0	21	3.9643	64.4
OGcluster_3975_1	45	6.2713	62.2
OGcluster_3978_0	25	11.5149	85.5
OGcluster_3979_0	36	2.7883	75.5
OGcluster_3980_0	49	14.6439	72.5
OGcluster_3981_1	46	7.0710	78.5
OGcluster_3982_0	44	8.7447	73.5
OGcluster_3984_1	46	20.8214	79.3
OGcluster_3986_1	41	11.4878	67.2
OGcluster_3987_0	46	12.2444	70.3
OGcluster_398_0	41	6.9305	78.0
OGcluster_3991_0	25	1.2580	77.0
OGcluster_3991_1	25	7.1449	81.3
OGcluster_3995_0	44	7.9905	80.6
OGcluster_3996_1	43	13.2747	65.7
OGcluster_3999_1	37	7.0326	73.6
OGcluster_39_0	23	2.8147	79.1
OGcluster_39_1	37	4.4850	76.6
OGcluster_39_2	36	4.2084	77.5
OGcluster_39_3	22	1.2749	83.1
OGcluster_39_4	41	4.8991	74.7
OGcluster_39_5	32	3.9759	73.7
OGcluster_4000_1	42	14.6575	80.5
OGcluster_4002_0	48	13.0394	69.2
OGcluster_4003_0	36	8.2712	69.3
OGcluster_4004_1	44	5.3825	77.5
OGcluster_4008_0	21	11.2617	68.6
OGcluster_4009_0	26	1.7266	79.6
OGcluster_4010_0	41	10.1036	73.9
OGcluster_4012_1	48	7.0250	78.1
OGcluster_4016_1	46	13.5389	61.2
OGcluster_4017_0	33	2.1361	51.8
OGcluster_4021_0	21	1.4231	93.6
OGcluster_4023_0	23	0.8253	83.5
OGcluster_4024_0	24	11.5200	71.0
OGcluster_4026_0	46	14.9606	74.0
OGcluster_4027_0	22	0.4373	72.7
OGcluster_402_0	21	1.2302	80.9
OGcluster_402_1	21	0.9997	88.4
OGcluster_4030_0	21	0.3843	79.6
OGcluster_4032_0	17	2.4002	71.7
OGcluster_4033_0	39	8.0225	83.2
OGcluster_4038_0	47	7.3654	72.5
OGcluster_4040_1	47	10.0429	74.1
OGcluster_4041_0	30	2.2018	82.9
OGcluster_4044_1	44	6.6304	72.0
OGcluster_4045_1	47	20.5346	66.1
OGcluster_4046_0	46	12.4848	75.8
OGcluster_4047_0	20	14.7126	59.1
OGcluster_4051_1	49	4.5581	71.6
OGcluster_4052_1	49	12.0350	77.8
OGcluster_4054_1	50	8.0868	78.3
OGcluster_4055_0	18	1.0072	61.1
OGcluster_405_0	47	8.8954	79.5
OGcluster_405_1	38	11.1550	69.5
OGcluster_4060_0	20	15.0932	73.6
OGcluster_4061_0	46	6.9281	74.2
OGcluster_4067_0	18	0.2783	74.4
OGcluster_4070_0	25	6.4711	66.5
OGcluster_4071_0	18	0.4015	62.5
OGcluster_4076_0	22	1.2565	82.7
OGcluster_4079_0	38	6.8334	60.7
OGcluster_407_0	41	5.0631	84.0
OGcluster_4081_0	19	7.2424	78.1
OGcluster_4084_0	17	0.3907	81.3
OGcluster_4085_0	23	0.6657	80.6
OGcluster_4086_1	46	15.2335	79.0
OGcluster_4087_0	46	6.6810	77.4
OGcluster_4090_1	46	7.9407	75.7
OGcluster_4091_0	24	7.1614	69.2
OGcluster_4093_0	41	7.1638	76.4
OGcluster_4096_0	24	9.6300	67.3
OGcluster_4097_0	25	11.3805	65.2
OGcluster_409_0	21	0.7874	88.2
OGcluster_409_1	19	3.8966	78.5
OGcluster_40_0	21	2.4377	70.6
OGcluster_40_1	19	7.7697	57.7
OGcluster_4100_0	23	1.9362	87.8
OGcluster_4102_1	44	12.2452	78.7
OGcluster_4103_0	47	8.4066	82.6
OGcluster_4104_1	50	10.5733	78.0
OGcluster_4106_0	25	1.1313	87.3
OGcluster_410_0	20	0.4608	92.2
OGcluster_4111_0	17	10.3663	70.4
OGcluster_4112_0	33	6.6498	77.9
OGcluster_4116_0	38	9.7753	76.0
OGcluster_4119_1	49	22.0691	72.9
OGcluster_411_0	25	1.4403	85.0
OGcluster_4120_1	35	7.1982	83.9
OGcluster_4121_0	23	0.9247	82.3
OGcluster_4122_0	28	2.6055	56.5
OGcluster_4125_0	23	1.7146	75.9
OGcluster_4126_1	45	14.8662	73.6
OGcluster_4128_1	48	16.4169	74.0
OGcluster_412_0	21	0.7733	92.4
OGcluster_4130_0	19	2.4194	74.9
OGcluster_4130_1	20	0.4620	86.2
OGcluster_4131_0	43	3.4198	74.0
OGcluster_4132_1	49	13.5051	74.9
OGcluster_4135_0	28	30.2783	49.0
OGcluster_4139_0	26	2.2199	85.6
OGcluster_4143_0	43	5.2593	77.6
OGcluster_4144_0	19	0.4845	69.3
OGcluster_4145_0	26	2.2430	71.8
OGcluster_4146_0	49	10.2363	77.8
OGcluster_4147_1	48	7.0779	68.2
OGcluster_4149_0	38	4.1833	74.1
OGcluster_4150_0	46	5.4416	68.4
OGcluster_4151_0	39	2.5892	72.0
OGcluster_4152_1	46	11.3781	59.8
OGcluster_4154_1	48	30.8003	71.9
OGcluster_4155_0	25	8.3572	67.0
OGcluster_4155_1	17	0.4457	83.9
OGcluster_4156_1	26	12.6350	71.0
OGcluster_4157_0	48	25.0913	67.0
OGcluster_4158_0	21	16.0740	65.4
OGcluster_415_0	19	2.2851	79.5
OGcluster_4165_0	47	6.9051	66.0
OGcluster_4169_0	34	2.8398	78.1
OGcluster_4170_1	48	7.1144	76.2
OGcluster_4171_0	27	8.3723	58.7
OGcluster_4172_0	18	6.6840	71.7
OGcluster_4176_0	43	13.6622	72.4
OGcluster_4177_0	17	2.8099	74.6
OGcluster_4177_1	18	1.3353	66.3
OGcluster_4178_1	49	12.2647	66.2
OGcluster_4179_0	28	8.7491	58.7
OGcluster_4181_0	39	3.1672	71.9
OGcluster_4183_0	44	23.9479	76.9
OGcluster_4185_0	25	7.1960	64.8
OGcluster_4190_0	43	4.5566	70.2
OGcluster_4191_0	38	6.8971	74.5
OGcluster_4193_0	45	7.7609	72.1
OGcluster_4194_1	44	8.5066	72.5
OGcluster_4195_0	29	2.7966	66.8
OGcluster_4197_0	45	8.1992	63.3
OGcluster_4200_1	49	9.4625	76.3
OGcluster_4201_0	44	12.3275	74.9
OGcluster_4203_1	44	5.4231	72.4
OGcluster_4205_1	44	6.8697	79.1
OGcluster_4207_0	18	1.6267	66.3
OGcluster_4208_0	23	0.9699	79.8
OGcluster_4211_0	33	13.1748	76.4
OGcluster_4212_0	22	1.2347	70.2
OGcluster_4213_0	27	3.0840	75.9
OGcluster_4218_0	40	6.1993	66.7
OGcluster_4219_0	43	12.2900	75.8
OGcluster_421_0	46	3.2066	74.2
OGcluster_421_1	45	3.0301	78.0
OGcluster_4220_1	47	5.2999	72.0
OGcluster_4223_0	21	0.5535	80.1
OGcluster_4225_0	24	2.5383	65.7
OGcluster_4227_0	31	1.1959	58.6
OGcluster_4228_0	23	1.2403	89.5
OGcluster_4231_0	47	6.3080	68.1
OGcluster_4233_0	23	2.0979	58.0
OGcluster_4236_1	43	11.5252	78.5
OGcluster_4237_0	46	7.2101	68.5
OGcluster_4239_1	49	8.3479	76.8
OGcluster_4241_1	47	7.9531	78.5
OGcluster_4242_0	23	1.3010	93.0
OGcluster_4243_0	17	0.3032	66.2
OGcluster_4244_1	43	9.5386	78.3
OGcluster_4245_0	28	13.8000	72.7
OGcluster_4246_0	44	7.0029	75.1
OGcluster_4247_0	18	2.9993	64.2
OGcluster_4248_1	32	7.4715	79.5
OGcluster_4252_1	47	8.7208	67.8
OGcluster_4253_1	42	11.7135	59.8
OGcluster_4254_0	22	1.4131	82.3
OGcluster_4255_0	44	3.0824	72.2
OGcluster_4256_0	46	13.8134	65.3
OGcluster_4258_0	37	7.9735	62.5
OGcluster_4259_0	42	17.2042	68.9
OGcluster_4261_0	17	7.0192	68.7
OGcluster_4262_0	29	2.2357	81.7
OGcluster_4263_1	48	6.2521	82.2
OGcluster_4264_1	46	7.3711	73.1
OGcluster_4265_0	18	6.9241	85.1
OGcluster_4265_1	17	1.4984	94.9
OGcluster_4266_0	48	10.2511	70.2
OGcluster_4267_0	17	3.2289	81.4
OGcluster_4268_0	50	12.4757	77.7
OGcluster_4269_0	20	0.7886	90.2
OGcluster_426_0	42	4.3090	76.7
OGcluster_4271_1	44	5.1048	68.4
OGcluster_4274_1	47	8.2835	69.8
OGcluster_4276_0	19	0.9315	87.6
OGcluster_4277_0	23	0.6755	84.0
OGcluster_4278_0	28	2.0894	84.0
OGcluster_4279_0	48	16.5806	74.0
OGcluster_4280_0	47	3.1837	69.7
OGcluster_4282_0	38	4.7038	73.1
OGcluster_4283_1	45	7.3823	65.9
OGcluster_4284_0	48	11.7175	72.6
OGcluster_4288_0	28	11.5051	51.9
OGcluster_4289_1	44	10.7055	75.3
OGcluster_428_0	29	1.2751	77.2
OGcluster_428_1	21	0.7885	87.3
OGcluster_4290_0	50	11.6467	74.0
OGcluster_4292_0	44	8.1178	71.3
OGcluster_4293_0	28	10.1998	70.1
OGcluster_4297_1	38	15.6883	74.9
OGcluster_4298_1	44	7.3826	71.0
OGcluster_429_0	32	2.5642	78.3
OGcluster_42_0	18	1.3515	83.0
OGcluster_42_1	21	0.5539	88.7
OGcluster_42_2	26	3.5147	91.6
OGcluster_42_3	46	10.3211	75.8
OGcluster_42_4	22	1.7029	88.4
OGcluster_42_5	23	1.7504	91.5
OGcluster_42_6	20	2.8584	90.5
OGcluster_42_7	36	7.0261	77.6
OGcluster_42_8	24	1.7715	92.0
OGcluster_4300_0	23	2.8981	72.8
OGcluster_4301_0	46	12.7658	64.7
OGcluster_4306_0	21	6.2766	64.7
OGcluster_4307_1	48	7.9980	77.4
OGcluster_4310_0	19	6.6705	71.6
OGcluster_4311_0	17	0.6302	83.7
OGcluster_4313_0	21	0.7542	77.4
OGcluster_4316_0	43	7.3123	71.3
OGcluster_4317_0	22	0.7897	80.2
OGcluster_4318_1	47	14.5411	74.1
OGcluster_4320_1	43	7.9984	74.3
OGcluster_4321_0	46	7.6396	70.0
OGcluster_4326_0	37	3.0746	83.4
OGcluster_4327_0	44	11.5761	70.6
OGcluster_4328_1	50	16.6814	72.1
